"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"2337","那瑪夏區","3","20","859","3137","1623","1514","104.9","高雄市"
"2338","高雄市","891","17335","1072344","2778249","1381115","1397134","104.10","高雄市"
"2339","鹽埕區","21","228","10830","25027","12459","12568","104.10","高雄市"
"2340","鼓山區","38","719","56142","136537","66236","70301","104.10","高雄市"
"2341","左營區","39","710","77596","196083","94867","101216","104.10","高雄市"
"2342","楠梓區","37","803","67288","179678","88585","91093","104.10","高雄市"
"2343","三民一","41","651","33060","81442","40371","41071","104.10","高雄市"
"2344","三民二","45","1083","102290","265009","127846","137163","104.10","高雄市"
"2345","新興區","32","453","22709","52000","25064","26936","104.10","高雄市"
"2346","前金區","20","261","12551","27459","13228","14231","104.10","高雄市"
"2347","苓雅區","69","1241","72282","174701","84444","90257","104.10","高雄市"
"2348","前鎮區","59","1298","78422","192798","95038","97760","104.10","高雄市"
"2349","旗津區","13","212","11057","28959","15013","13946","104.10","高雄市"
"2350","小港區","38","697","66449","156081","77792","78289","104.10","高雄市"
"2351","鳳山一","41","1046","70196","179471","87594","91877","104.10","高雄市"
"2352","鳳山二","35","1007","66857","176492","87454","89038","104.10","高雄市"
"2353","林園區","24","517","25518","70332","35707","34625","104.10","高雄市"
"2354","大寮區","25","724","41296","111558","57310","54248","104.10","高雄市"
"2355","大樹區","18","370","13389","43130","22168","20962","104.10","高雄市"
"2356","大社區","9","174","12730","34536","17591","16945","104.10","高雄市"
"2357","仁武區","16","388","31065","82351","42028","40323","104.10","高雄市"
"2358","鳥松區","7","191","17691","43892","22329","21563","104.10","高雄市"
"2359","岡山區","33","530","34636","97799","48617","49182","104.10","高雄市"
"2360","橋頭區","17","347","13256","37290","18988","18302","104.10","高雄市"
"2361","燕巢區","11","278","10381","30192","15995","14197","104.10","高雄市"
"2362","田寮區","10","140","3370","7500","4163","3337","104.10","高雄市"
"2363","阿蓮區","12","275","9365","29366","14801","14565","104.10","高雄市"
"2364","路竹區","20","392","16807","53050","27096","25954","104.10","高雄市"
"2365","湖內區","14","255","10553","29597","15130","14467","104.10","高雄市"
"2366","茄萣區","15","304","10453","30564","15789","14775","104.10","高雄市"
"2367","永安區","6","81","5743","14134","7096","7038","104.10","高雄市"
"2368","彌陀區","12","206","6756","19669","10163","9506","104.10","高雄市"
"2369","梓官區","15","273","12547","36418","18819","17599","104.10","高雄市"
"2370","旗山區","21","377","13861","37809","19605","18204","104.10","高雄市"
"2371","美濃區","19","382","14542","40867","21442","19425","104.10","高雄市"
"2372","六龜區","12","215","5645","13509","7289","6220","104.10","高雄市"
"2373","甲仙區","7","91","2362","6282","3339","2943","104.10","高雄市"
"2374","杉林區","8","142","4818","12408","6776","5632","104.10","高雄市"
"2375","內門區","18","196","5070","15011","8117","6894","104.10","高雄市"
"2376","茂林區","3","19","580","1886","931","955","104.10","高雄市"
"2377","桃源區","8","39","1322","4225","2212","2013","104.10","高雄市"
"2378","那瑪夏區","3","20","859","3137","1623","1514","104.10","高雄市"
"2379","高雄市","891","17334","1072598","2778512","1381020","1397492","104.11","高雄市"
"2380","鹽埕區","21","228","10841","25029","12456","12573","104.11","高雄市"
"2381","鼓山區","38","719","56162","136594","66222","70372","104.11","高雄市"
"2382","左營區","39","710","77584","196156","94879","101277","104.11","高雄市"
"2383","楠梓區","37","803","67352","179802","88614","91188","104.11","高雄市"
"2384","三民一","41","651","33036","81340","40299","41041","104.11","高雄市"
"2385","三民二","45","1083","102298","265021","127845","137176","104.11","高雄市"
"2386","新興區","32","453","22702","51955","25047","26908","104.11","高雄市"
"2387","前金區","20","261","12547","27405","13206","14199","104.11","高雄市"
"2388","苓雅區","69","1240","72264","174609","84390","90219","104.11","高雄市"
"2389","前鎮區","59","1298","78413","192732","94990","97742","104.11","高雄市"
"2390","旗津區","13","212","11060","29010","15046","13964","104.11","高雄市"
"2391","小港區","38","697","66463","156145","77811","78334","104.11","高雄市"
"2392","鳳山一","41","1046","70191","179458","87571","91887","104.11","高雄市"
"2393","鳳山二","35","1007","66894","176550","87465","89085","104.11","高雄市"
"2394","林園區","24","517","25541","70344","35703","34641","104.11","高雄市"
"2395","大寮區","25","724","41304","111609","57340","54269","104.11","高雄市"
"2396","大樹區","18","370","13392","43160","22180","20980","104.11","高雄市"
"2397","大社區","9","174","12735","34557","17596","16961","104.11","高雄市"
"2398","仁武區","16","388","31129","82492","42063","40429","104.11","高雄市"
"2399","鳥松區","7","191","17712","43943","22342","21601","104.11","高雄市"
"2400","岡山區","33","530","34649","97781","48624","49157","104.11","高雄市"
"2401","橋頭區","17","347","13267","37278","18988","18290","104.11","高雄市"
"2402","燕巢區","11","278","10391","30163","15975","14188","104.11","高雄市"
"2403","田寮區","10","140","3367","7488","4157","3331","104.11","高雄市"
"2404","阿蓮區","12","275","9358","29353","14795","14558","104.11","高雄市"
"2405","路竹區","20","392","16824","53039","27094","25945","104.11","高雄市"
"2406","湖內區","14","255","10556","29621","15139","14482","104.11","高雄市"
"2407","茄萣區","15","304","10460","30557","15792","14765","104.11","高雄市"
"2408","永安區","6","81","5741","14149","7105","7044","104.11","高雄市"
"2409","彌陀區","12","206","6754","19658","10161","9497","104.11","高雄市"
"2410","梓官區","15","273","12550","36424","18817","17607","104.11","高雄市"
"2411","旗山區","21","377","13863","37794","19593","18201","104.11","高雄市"
"2412","美濃區","19","382","14547","40853","21434","19419","104.11","高雄市"
"2413","六龜區","12","215","5639","13480","7273","6207","104.11","高雄市"
"2414","甲仙區","7","91","2361","6282","3339","2943","104.11","高雄市"
"2415","杉林區","8","142","4814","12407","6770","5637","104.11","高雄市"
"2416","內門區","18","196","5075","15009","8120","6889","104.11","高雄市"
"2417","茂林區","3","19","580","1886","931","955","104.11","高雄市"
"2418","桃源區","8","39","1323","4237","2220","2017","104.11","高雄市"
"2419","那瑪夏區","3","20","859","3142","1628","1514","104.11","高雄市"
"2420","高雄市","891","17334","1072939","2778918","1380989","1397929","104.12","高雄市"
"2421","鹽埕區","21","228","10833","25032","12458","12574","104.12","高雄市"
"2422","鼓山區","38","719","56184","136665","66270","70395","104.12","高雄市"
"2423","左營區","39","710","77616","196244","94865","101379","104.12","高雄市"
"2424","楠梓區","37","803","67419","179931","88660","91271","104.12","高雄市"
"2425","三民一","41","651","33014","81241","40250","40991","104.12","高雄市"
"2426","三民二","45","1083","102251","264928","127813","137115","104.12","高雄市"
"2427","新興區","32","453","22684","51955","25061","26894","104.12","高雄市"
"2428","前金區","20","261","12547","27388","13192","14196","104.12","高雄市"
"2429","苓雅區","69","1240","72263","174515","84324","90191","104.12","高雄市"
"2430","前鎮區","59","1298","78388","192593","94900","97693","104.12","高雄市"
"2431","旗津區","13","212","11054","29008","15043","13965","104.12","高雄市"
"2432","小港區","38","697","66516","156256","77842","78414","104.12","高雄市"
"2433","鳳山一","41","1046","70221","179559","87594","91965","104.12","高雄市"
"2434","鳳山二","35","1007","66941","176761","87556","89205","104.12","高雄市"
"2435","林園區","24","517","25559","70401","35727","34674","104.12","高雄市"
"2436","大寮區","25","724","41360","111663","57346","54317","104.12","高雄市"
"2437","大樹區","18","370","13403","43161","22181","20980","104.12","高雄市"
"2438","大社區","9","174","12735","34566","17593","16973","104.12","高雄市"
"2439","仁武區","16","388","31183","82614","42119","40495","104.12","高雄市"
"2440","鳥松區","7","191","17746","43965","22353","21612","104.12","高雄市"
"2441","岡山區","33","530","34654","97827","48635","49192","104.12","高雄市"
"2442","橋頭區","17","347","13268","37317","19002","18315","104.12","高雄市"
"2443","燕巢區","11","278","10395","30124","15956","14168","104.12","高雄市"
"2444","田寮區","10","140","3360","7473","4151","3322","104.12","高雄市"
"2445","阿蓮區","12","275","9361","29319","14777","14542","104.12","高雄市"
"2446","路竹區","20","392","16818","53033","27086","25947","104.12","高雄市"
"2447","湖內區","14","255","10571","29615","15129","14486","104.12","高雄市"
"2448","茄萣區","15","304","10473","30551","15791","14760","104.12","高雄市"
"2449","永安區","6","81","5743","14152","7097","7055","104.12","高雄市"
"2450","彌陀區","12","206","6754","19655","10154","9501","104.12","高雄市"
"2451","梓官區","15","273","12567","36429","18829","17600","104.12","高雄市"
"2452","旗山區","21","377","13862","37770","19576","18194","104.12","高雄市"
"2453","美濃區","19","382","14552","40810","21410","19400","104.12","高雄市"
"2454","六龜區","12","215","5639","13467","7261","6206","104.12","高雄市"
"2455","甲仙區","7","91","2362","6291","3341","2950","104.12","高雄市"
"2456","杉林區","8","142","4805","12383","6765","5618","104.12","高雄市"
"2457","內門區","18","196","5074","14978","8100","6878","104.12","高雄市"
"2458","茂林區","3","19","582","1890","932","958","104.12","高雄市"
"2459","桃源區","8","39","1324","4239","2221","2018","104.12","高雄市"
"2460","那瑪夏區","3","20","858","3149","1629","1520","104.12","高雄市"
"2461","高雄市","891","17334","1073237","2778729","1380719","1398010","105.1","高雄市"
"2462","鹽埕區","21","228","10830","24997","12436","12561","105.1","高雄市"
"2463","鼓山區","38","719","56217","136679","66292","70387","105.1","高雄市"
"2464","左營區","39","710","77645","196362","94917","101445","105.1","高雄市"
"2465","楠梓區","37","803","67517","180113","88728","91385","105.1","高雄市"
"2466","三民一","41","651","33003","81187","40192","40995","105.1","高雄市"
"2467","三民二","45","1083","102237","264781","127748","137033","105.1","高雄市"
"2468","新興區","32","453","22678","51953","25052","26901","105.1","高雄市"
"2469","前金區","20","261","12515","27369","13168","14201","105.1","高雄市"
"2470","苓雅區","69","1240","72247","174419","84279","90140","105.1","高雄市"
"2471","前鎮區","59","1298","78344","192484","94816","97668","105.1","高雄市"
"2472","旗津區","13","212","11063","28992","15027","13965","105.1","高雄市"
"2473","小港區","38","697","66547","156220","77842","78378","105.1","高雄市"
"2474","鳳山一","41","1046","70275","179625","87607","92018","105.1","高雄市"
"2475","鳳山二","35","1007","66985","176882","87581","89301","105.1","高雄市"
"2476","林園區","24","517","25573","70423","35723","34700","105.1","高雄市"
"2477","大寮區","25","724","41376","111675","57357","54318","105.1","高雄市"
"2478","大樹區","18","370","13412","43158","22178","20980","105.1","高雄市"
"2479","大社區","9","174","12738","34585","17591","16994","105.1","高雄市"
"2480","仁武區","16","388","31239","82696","42156","40540","105.1","高雄市"
"2481","鳥松區","7","191","17768","43937","22350","21587","105.1","高雄市"
"2482","岡山區","33","530","34638","97843","48636","49207","105.1","高雄市"
"2483","橋頭區","17","347","13277","37328","19004","18324","105.1","高雄市"
"2484","燕巢區","11","278","10393","30074","15923","14151","105.1","高雄市"
"2485","田寮區","10","140","3359","7457","4140","3317","105.1","高雄市"
"2486","阿蓮區","12","275","9359","29297","14774","14523","105.1","高雄市"
"2487","路竹區","20","392","16834","53081","27118","25963","105.1","高雄市"
"2488","湖內區","14","255","10579","29604","15125","14479","105.1","高雄市"
"2489","茄萣區","15","304","10471","30498","15768","14730","105.1","高雄市"
"2490","永安區","6","81","5735","14118","7083","7035","105.1","高雄市"
"2491","彌陀區","12","206","6756","19657","10147","9510","105.1","高雄市"
"2492","梓官區","15","273","12579","36417","18814","17603","105.1","高雄市"
"2493","旗山區","21","377","13853","37749","19558","18191","105.1","高雄市"
"2494","美濃區","19","382","14565","40776","21390","19386","105.1","高雄市"
"2495","六龜區","12","215","5627","13435","7239","6196","105.1","高雄市"
"2496","甲仙區","7","91","2361","6252","3324","2928","105.1","高雄市"
"2497","杉林區","8","142","4804","12382","6766","5616","105.1","高雄市"
"2498","內門區","18","196","5074","14953","8093","6860","105.1","高雄市"
"2499","茂林區","3","19","582","1893","934","959","105.1","高雄市"
"2500","桃源區","8","39","1325","4232","2216","2016","105.1","高雄市"
"2501","那瑪夏區","3","20","857","3146","1627","1519","105.1","高雄市"
"2502","高雄市","891","17334","1073422","2778574","1380388","1398186","105.2","高雄市"
"2503","鹽埕區","21","228","10821","24983","12422","12561","105.2","高雄市"
"2504","鼓山區","38","719","56274","136774","66351","70423","105.2","高雄市"
"2505","左營區","39","710","77676","196401","94876","101525","105.2","高雄市"
"2506","楠梓區","37","803","67579","180301","88803","91498","105.2","高雄市"
"2507","三民一","41","651","33007","81165","40165","41000","105.2","高雄市"
"2508","三民二","45","1083","102217","264720","127702","137018","105.2","高雄市"
"2509","新興區","32","453","22654","51871","25020","26851","105.2","高雄市"
"2510","前金區","20","261","12505","27367","13152","14215","105.2","高雄市"
"2511","苓雅區","69","1240","72230","174319","84216","90103","105.2","高雄市"
"2512","前鎮區","59","1298","78328","192330","94747","97583","105.2","高雄市"
"2513","旗津區","13","212","11069","28948","15002","13946","105.2","高雄市"
"2514","小港區","38","697","66570","156292","77859","78433","105.2","高雄市"
"2515","鳳山一","41","1046","70299","179700","87634","92066","105.2","高雄市"
"2516","鳳山二","35","1007","67040","177030","87664","89366","105.2","高雄市"
"2517","林園區","24","517","25575","70400","35699","34701","105.2","高雄市"
"2518","大寮區","25","724","41397","111681","57363","54318","105.2","高雄市"
"2519","大樹區","18","370","13419","43144","22163","20981","105.2","高雄市"
"2520","大社區","9","174","12732","34570","17568","17002","105.2","高雄市"
"2521","仁武區","16","388","31276","82804","42192","40612","105.2","高雄市"
"2522","鳥松區","7","191","17752","43911","22324","21587","105.2","高雄市"
"2523","岡山區","33","530","34647","97830","48634","49196","105.2","高雄市"
"2524","橋頭區","17","347","13275","37357","19028","18329","105.2","高雄市"
"2525","燕巢區","11","278","10386","30047","15912","14135","105.2","高雄市"
"2526","田寮區","10","140","3352","7430","4124","3306","105.2","高雄市"
"2527","阿蓮區","12","275","9361","29271","14765","14506","105.2","高雄市"
"2528","路竹區","20","392","16818","53060","27102","25958","105.2","高雄市"
"2529","湖內區","14","255","10586","29581","15094","14487","105.2","高雄市"
"2530","茄萣區","15","304","10466","30461","15740","14721","105.2","高雄市"
"2531","永安區","6","81","5729","14116","7082","7034","105.2","高雄市"
"2532","彌陀區","12","206","6762","19659","10138","9521","105.2","高雄市"
"2533","梓官區","15","273","12567","36367","18779","17588","105.2","高雄市"
"2534","旗山區","21","377","13836","37682","19526","18156","105.2","高雄市"
"2535","美濃區","19","382","14584","40768","21374","19394","105.2","高雄市"
"2536","六龜區","12","215","5627","13421","7228","6193","105.2","高雄市"
"2537","甲仙區","7","91","2357","6252","3329","2923","105.2","高雄市"
"2538","杉林區","8","142","4803","12363","6756","5607","105.2","高雄市"
"2539","內門區","18","196","5077","14928","8079","6849","105.2","高雄市"
"2540","茂林區","3","19","584","1893","933","960","105.2","高雄市"
"2541","桃源區","8","39","1328","4227","2218","2009","105.2","高雄市"
"2542","那瑪夏區","3","20","857","3150","1625","1525","105.2","高雄市"
"2543","高雄市","891","17334","1074044","2778240","1380105","1398135","105.3","高雄市"
"2544","鹽埕區","21","228","10802","24903","12371","12532","105.3","高雄市"
"2545","鼓山區","38","719","56292","136795","66348","70447","105.3","高雄市"
"2546","左營區","39","710","77777","196594","94963","101631","105.3","高雄市"
"2547","楠梓區","37","803","67704","180456","88856","91600","105.3","高雄市"
"2548","三民一","41","651","32983","81113","40123","40990","105.3","高雄市"
"2549","三民二","45","1083","102236","264683","127676","137007","105.3","高雄市"
"2550","新興區","32","453","22648","51853","25003","26850","105.3","高雄市"
"2551","前金區","20","261","12495","27351","13142","14209","105.3","高雄市"
"2552","苓雅區","69","1240","72237","174078","84060","90018","105.3","高雄市"
"2553","前鎮區","59","1298","78330","192153","94666","97487","105.3","高雄市"
"2554","旗津區","13","212","11070","28895","14970","13925","105.3","高雄市"
"2555","小港區","38","697","66612","156317","77854","78463","105.3","高雄市"
"2556","鳳山一","41","1046","70371","179677","87606","92071","105.3","高雄市"
"2557","鳳山二","35","1007","67136","177134","87726","89408","105.3","高雄市"
"2558","林園區","24","517","25585","70361","35683","34678","105.3","高雄市"
"2559","大寮區","25","724","41436","111709","57395","54314","105.3","高雄市"
"2560","大樹區","18","370","13443","43148","22170","20978","105.3","高雄市"
"2561","大社區","9","174","12741","34613","17606","17007","105.3","高雄市"
"2562","仁武區","16","388","31351","82885","42216","40669","105.3","高雄市"
"2563","鳥松區","7","191","17773","43978","22363","21615","105.3","高雄市"
"2564","岡山區","33","530","34653","97804","48619","49185","105.3","高雄市"
"2565","橋頭區","17","347","13284","37356","19028","18328","105.3","高雄市"
"2566","燕巢區","11","278","10395","30027","15903","14124","105.3","高雄市"
"2567","田寮區","10","140","3349","7416","4120","3296","105.3","高雄市"
"2568","阿蓮區","12","275","9361","29246","14743","14503","105.3","高雄市"
"2569","路竹區","20","392","16843","53094","27117","25977","105.3","高雄市"
"2570","湖內區","14","255","10597","29584","15098","14486","105.3","高雄市"
"2571","茄萣區","15","304","10454","30418","15718","14700","105.3","高雄市"
"2572","永安區","6","81","5731","14086","7081","7005","105.3","高雄市"
"2573","彌陀區","12","206","6750","19634","10122","9512","105.3","高雄市"
"2574","梓官區","15","273","12553","36336","18769","17567","105.3","高雄市"
"2575","旗山區","21","377","13828","37665","19517","18148","105.3","高雄市"
"2576","美濃區","19","382","14593","40720","21344","19376","105.3","高雄市"
"2577","六龜區","12","215","5618","13398","7214","6184","105.3","高雄市"
"2578","甲仙區","7","91","2353","6244","3325","2919","105.3","高雄市"
"2579","杉林區","8","142","4815","12364","6753","5611","105.3","高雄市"
"2580","內門區","18","196","5077","14886","8061","6825","105.3","高雄市"
"2581","茂林區","3","19","583","1897","933","964","105.3","高雄市"
"2582","桃源區","8","39","1329","4221","2219","2002","105.3","高雄市"
"2583","那瑪夏區","3","20","856","3148","1624","1524","105.3","高雄市"
"2584","高雄市","891","17334","1074436","2778107","1379945","1398162","105.4","高雄市"
"2585","鹽埕區","21","228","10802","24877","12360","12517","105.4","高雄市"
"2586","鼓山區","38","719","56337","136888","66386","70502","105.4","高雄市"
"2587","左營區","39","710","77800","196610","94953","101657","105.4","高雄市"
"2588","楠梓區","37","803","67795","180508","88885","91623","105.4","高雄市"
"2589","三民一","41","651","32972","81025","40090","40935","105.4","高雄市"
"2590","三民二","45","1083","102231","264619","127611","137008","105.4","高雄市"
"2591","新興區","32","453","22656","51815","24986","26829","105.4","高雄市"
"2592","前金區","20","261","12495","27356","13142","14214","105.4","高雄市"
"2593","苓雅區","69","1240","72217","174012","84014","89998","105.4","高雄市"
"2594","前鎮區","59","1298","78322","192071","94630","97441","105.4","高雄市"
"2595","旗津區","13","212","11077","28891","14968","13923","105.4","高雄市"
"2596","小港區","38","697","66637","156285","77831","78454","105.4","高雄市"
"2597","鳳山一","41","1046","70417","179781","87676","92105","105.4","高雄市"
"2598","鳳山二","35","1007","67141","177159","87715","89444","105.4","高雄市"
"2599","林園區","24","517","25587","70335","35666","34669","105.4","高雄市"
"2600","大寮區","25","724","41458","111767","57389","54378","105.4","高雄市"
"2601","大樹區","18","370","13455","43153","22163","20990","105.4","高雄市"
"2602","大社區","9","174","12745","34613","17608","17005","105.4","高雄市"
"2603","仁武區","16","388","31431","83004","42260","40744","105.4","高雄市"
"2604","鳥松區","7","191","17784","43958","22361","21597","105.4","高雄市"
"2605","岡山區","33","530","34679","97822","48616","49206","105.4","高雄市"
"2606","橋頭區","17","347","13289","37330","19023","18307","105.4","高雄市"
"2607","燕巢區","11","278","10412","30012","15893","14119","105.4","高雄市"
"2608","田寮區","10","140","3343","7406","4113","3293","105.4","高雄市"
"2609","阿蓮區","12","275","9374","29255","14757","14498","105.4","高雄市"
"2610","路竹區","20","392","16846","53088","27115","25973","105.4","高雄市"
"2611","湖內區","14","255","10604","29618","15118","14500","105.4","高雄市"
"2612","茄萣區","15","304","10457","30396","15709","14687","105.4","高雄市"
"2613","永安區","6","81","5727","14074","7079","6995","105.4","高雄市"
"2614","彌陀區","12","206","6754","19642","10124","9518","105.4","高雄市"
"2615","梓官區","15","273","12559","36336","18772","17564","105.4","高雄市"
"2616","旗山區","21","377","13820","37651","19523","18128","105.4","高雄市"
"2617","美濃區","19","382","14596","40672","21322","19350","105.4","高雄市"
"2618","六龜區","12","215","5608","13369","7199","6170","105.4","高雄市"
"2619","甲仙區","7","91","2358","6251","3324","2927","105.4","高雄市"
"2620","杉林區","8","142","4811","12345","6735","5610","105.4","高雄市"
"2621","內門區","18","196","5077","14857","8052","6805","105.4","高雄市"
"2622","茂林區","3","19","581","1896","934","962","105.4","高雄市"
"2623","桃源區","8","39","1328","4218","2218","2000","105.4","高雄市"
"2624","那瑪夏區","3","20","854","3142","1625","1517","105.4","高雄市"
"2625","高雄市","891","17334","1075353","2777784","1379620","1398164","105.5","高雄市"
"2626","鹽埕區","21","228","10803","24866","12339","12527","105.5","高雄市"
"2627","鼓山區","38","719","56424","136995","66415","70580","105.5","高雄市"
"2628","左營區","39","710","77895","196663","94964","101699","105.5","高雄市"
"2629","楠梓區","37","803","67951","180692","88959","91733","105.5","高雄市"
"2630","三民一","41","651","32950","80940","40030","40910","105.5","高雄市"
"2631","三民二","45","1083","102307","264489","127508","136981","105.5","高雄市"
"2632","新興區","32","453","22651","51784","24971","26813","105.5","高雄市"
"2633","前金區","20","261","12481","27281","13102","14179","105.5","高雄市"
"2634","苓雅區","69","1240","72225","173789","83911","89878","105.5","高雄市"
"2635","前鎮區","59","1298","78293","191954","94557","97397","105.5","高雄市"
"2636","旗津區","13","212","11079","28870","14962","13908","105.5","高雄市"
"2637","小港區","38","697","66709","156340","77838","78502","105.5","高雄市"
"2638","鳳山一","41","1046","70495","179786","87693","92093","105.5","高雄市"
"2639","鳳山二","35","1007","67223","177234","87728","89506","105.5","高雄市"
"2640","林園區","24","517","25621","70320","35652","34668","105.5","高雄市"
"2641","大寮區","25","724","41495","111760","57397","54363","105.5","高雄市"
"2642","大樹區","18","370","13463","43100","22149","20951","105.5","高雄市"
"2643","大社區","9","174","12740","34599","17595","17004","105.5","高雄市"
"2644","仁武區","16","388","31502","83146","42336","40810","105.5","高雄市"
"2645","鳥松區","7","191","17845","44024","22405","21619","105.5","高雄市"
"2646","岡山區","33","530","34709","97782","48609","49173","105.5","高雄市"
"2647","橋頭區","17","347","13299","37333","19014","18319","105.5","高雄市"
"2648","燕巢區","11","278","10413","30001","15888","14113","105.5","高雄市"
"2649","田寮區","10","140","3341","7397","4110","3287","105.5","高雄市"
"2650","阿蓮區","12","275","9385","29227","14750","14477","105.5","高雄市"
"2651","路竹區","20","392","16879","53072","27099","25973","105.5","高雄市"
"2652","湖內區","14","255","10622","29656","15137","14519","105.5","高雄市"
"2653","茄萣區","15","304","10462","30423","15716","14707","105.5","高雄市"
"2654","永安區","6","81","5734","14077","7085","6992","105.5","高雄市"
"2655","彌陀區","12","206","6758","19627","10117","9510","105.5","高雄市"
"2656","梓官區","15","273","12567","36321","18749","17572","105.5","高雄市"
"2657","旗山區","21","377","13816","37586","19476","18110","105.5","高雄市"
"2658","美濃區","19","382","14606","40643","21307","19336","105.5","高雄市"
"2659","六龜區","12","215","5599","13356","7191","6165","105.5","高雄市"
"2660","甲仙區","7","91","2361","6244","3320","2924","105.5","高雄市"
"2661","杉林區","8","142","4805","12315","6731","5584","105.5","高雄市"
"2662","內門區","18","196","5085","14837","8042","6795","105.5","高雄市"
"2663","茂林區","3","19","581","1896","932","964","105.5","高雄市"
"2664","桃源區","8","39","1326","4217","2213","2004","105.5","高雄市"
"2665","那瑪夏區","3","20","853","3142","1623","1519","105.5","高雄市"
"2666","高雄市","891","17335","1076120","2778092","1379503","1398589","105.6","高雄市"
"2667","鹽埕區","21","228","10801","24829","12313","12516","105.6","高雄市"
"2668","鼓山區","38","719","56505","137110","66471","70639","105.6","高雄市"
"2669","左營區","39","710","77951","196713","94934","101779","105.6","高雄市"
"2670","楠梓區","37","803","68110","180893","89051","91842","105.6","高雄市"
"2671","三民一","41","651","32929","80835","39981","40854","105.6","高雄市"
"2672","三民二","45","1083","102407","264569","127544","137025","105.6","高雄市"
"2673","新興區","32","453","22649","51753","24949","26804","105.6","高雄市"
"2674","前金區","20","261","12475","27240","13079","14161","105.6","高雄市"
"2675","苓雅區","69","1240","72254","173803","83906","89897","105.6","高雄市"
"2676","前鎮區","59","1298","78322","191884","94506","97378","105.6","高雄市"
"2677","旗津區","13","212","11093","28902","14977","13925","105.6","高雄市"
"2678","小港區","38","697","66788","156396","77836","78560","105.6","高雄市"
"2679","鳳山一","41","1046","70543","179777","87705","92072","105.6","高雄市"
"2680","鳳山二","35","1007","67266","177263","87736","89527","105.6","高雄市"
"2681","林園區","24","517","25639","70261","35611","34650","105.6","高雄市"
"2682","大寮區","25","724","41549","111816","57405","54411","105.6","高雄市"
"2683","大樹區","18","370","13466","43095","22146","20949","105.6","高雄市"
"2684","大社區","9","174","12751","34610","17581","17029","105.6","高雄市"
"2685","仁武區","16","388","31561","83262","42379","40883","105.6","高雄市"
"2686","鳥松區","7","191","17863","44068","22423","21645","105.6","高雄市"
"2687","岡山區","33","530","34706","97787","48593","49194","105.6","高雄市"
"2688","橋頭區","17","347","13313","37332","19009","18323","105.6","高雄市"
"2689","燕巢區","11","278","10416","30019","15894","14125","105.6","高雄市"
"2690","田寮區","10","140","3336","7395","4102","3293","105.6","高雄市"
"2691","阿蓮區","12","275","9381","29201","14734","14467","105.6","高雄市"
"2692","路竹區","20","392","16884","53069","27095","25974","105.6","高雄市"
"2693","湖內區","14","255","10637","29664","15128","14536","105.6","高雄市"
"2694","茄萣區","15","304","10463","30419","15692","14727","105.6","高雄市"
"2695","永安區","6","81","5729","14053","7073","6980","105.6","高雄市"
"2696","彌陀區","12","206","6764","19640","10128","9512","105.6","高雄市"
"2697","梓官區","15","273","12565","36251","18724","17527","105.6","高雄市"
"2698","旗山區","21","378","13805","37574","19461","18113","105.6","高雄市"
"2699","美濃區","19","382","14603","40614","21292","19322","105.6","高雄市"
"2700","六龜區","12","215","5594","13346","7182","6164","105.6","高雄市"
"2701","甲仙區","7","91","2362","6242","3322","2920","105.6","高雄市"
"2702","杉林區","8","142","4798","12310","6731","5579","105.6","高雄市"
"2703","內門區","18","196","5083","14832","8038","6794","105.6","高雄市"
"2704","茂林區","3","19","582","1899","933","966","105.6","高雄市"
"2705","桃源區","8","39","1325","4224","2216","2008","105.6","高雄市"
"2706","那瑪夏區","3","20","852","3142","1623","1519","105.6","高雄市"
"2707","高雄市","891","17332","1077111","2778285","1379513","1398772","105.7","高雄市"
"2708","鹽埕區","21","228","10797","24771","12295","12476","105.7","高雄市"
"2709","鼓山區","38","719","56620","137314","66555","70759","105.7","高雄市"
"2710","左營區","39","708","78000","196744","94916","101828","105.7","高雄市"
"2711","楠梓區","37","803","68270","181072","89157","91915","105.7","高雄市"
"2712","三民一","41","651","32923","80701","39913","40788","105.7","高雄市"
"2713","三民二","45","1083","102510","264550","127548","137002","105.7","高雄市"
"2714","新興區","32","453","22677","51707","24922","26785","105.7","高雄市"
"2715","前金區","20","261","12489","27196","13055","14141","105.7","高雄市"
"2716","苓雅區","69","1240","72212","173605","83838","89767","105.7","高雄市"
"2717","前鎮區","59","1298","78347","191701","94381","97320","105.7","高雄市"
"2718","旗津區","13","212","11095","28939","14972","13967","105.7","高雄市"
"2719","小港區","38","697","66854","156481","77880","78601","105.7","高雄市"
"2720","鳳山一","41","1046","70619","179839","87736","92103","105.7","高雄市"
"2721","鳳山二","35","1007","67383","177477","87824","89653","105.7","高雄市"
"2722","林園區","24","517","25653","70254","35622","34632","105.7","高雄市"
"2723","大寮區","25","724","41608","111918","57446","54472","105.7","高雄市"
"2724","大樹區","18","370","13470","43052","22115","20937","105.7","高雄市"
"2725","大社區","9","174","12755","34609","17570","17039","105.7","高雄市"
"2726","仁武區","16","388","31645","83452","42468","40984","105.7","高雄市"
"2727","鳥松區","7","191","17886","44065","22427","21638","105.7","高雄市"
"2728","岡山區","33","530","34732","97752","48551","49201","105.7","高雄市"
"2729","橋頭區","17","347","13335","37366","19022","18344","105.7","高雄市"
"2730","燕巢區","11","278","10435","30018","15899","14119","105.7","高雄市"
